대단원	중단원	소단원	상타	중타	하타	Chunk
Ⅱ.문자와 식	문자의 사용과 식의 계산	2 일차식의 덧셈과 뺄셈	2. 일차식과 수의 곱셈, 나눗셈	⑴ 단항식과 수의 곱셈, 나눗셈	① (단항식)×(수)	① (단항식)×(수): 수끼리 곱하여 문자 앞에 쓴다.　
Ⅱ.문자와 식	문자의 사용과 식의 계산	2 일차식의 덧셈과 뺄셈	2. 일차식과 수의 곱셈, 나눗셈	⑴ 단항식과 수의 곱셈, 나눗셈	① (단항식)×(수)	예 3x×2=6x
Ⅱ.문자와 식	문자의 사용과 식의 계산	2 일차식의 덧셈과 뺄셈	2. 일차식과 수의 곱셈, 나눗셈	⑴ 단항식과 수의 곱셈, 나눗셈	② (단항식)÷(수)	② (단항식)÷(수): 나누는 수를 그 수의 역수로 바꾸어 곱셈으로 고쳐서 계산한다.
Ⅱ.문자와 식	문자의 사용과 식의 계산	2 일차식의 덧셈과 뺄셈	2. 일차식과 수의 곱셈, 나눗셈	⑴ 단항식과 수의 곱셈, 나눗셈	② (단항식)÷(수)	예 6x÷3=6x×;3!;=2x
Ⅱ.문자와 식	문자의 사용과 식의 계산	2 일차식의 덧셈과 뺄셈	2. 일차식과 수의 곱셈, 나눗셈	⑵ 일차식과 수의 곱셈, 나눗셈	⑵ 일차식과 수의 곱셈, 나눗셈	⑵ 일차식과 수의 곱셈, 나눗셈
Ⅱ.문자와 식	문자의 사용과 식의 계산	2 일차식의 덧셈과 뺄셈	2. 일차식과 수의 곱셈, 나눗셈	⑵ 일차식과 수의 곱셈, 나눗셈	① (일차식)×(수)	① (일차식)×(수): 분배법칙을 이용하여 일차식의 각 항에 수를 곱한다.
Ⅱ.문자와 식	문자의 사용과 식의 계산	2 일차식의 덧셈과 뺄셈	2. 일차식과 수의 곱셈, 나눗셈	⑵ 일차식과 수의 곱셈, 나눗셈	① (일차식)×(수)	예 2(x+3)=2×x+2×3=2x+6
Ⅱ.문자와 식	문자의 사용과 식의 계산	2 일차식의 덧셈과 뺄셈	2. 일차식과 수의 곱셈, 나눗셈	⑵ 일차식과 수의 곱셈, 나눗셈	② (일차식)÷(수) 	② (일차식)÷(수) : 분배법칙을 이용하여 나누는 수의 역수를 일차식의각 항에 곱한다.
Ⅱ.문자와 식	문자의 사용과 식의 계산	2 일차식의 덧셈과 뺄셈	2. 일차식과 수의 곱셈, 나눗셈	⑵ 일차식과 수의 곱셈, 나눗셈	② (일차식)÷(수) 	예 (6x-9)÷3=(6x-9)×;3!;=2x-3
Ⅱ.문자와 식	문자의 사용과 식의 계산	2 일차식의 덧셈과 뺄셈	3. 일차식의 덧셈과 뺄셈	⑴ 동류항의 계산	⑴ 동류항의 계산	⑴ 동류항의 계산
Ⅱ.문자와 식	문자의 사용과 식의 계산	2 일차식의 덧셈과 뺄셈	3. 일차식의 덧셈과 뺄셈	⑴ 동류항의 계산	① 동류항	① 동류항: 문자와 차수가 각각 같은 항
Ⅱ.문자와 식	문자의 사용과 식의 계산	2 일차식의 덧셈과 뺄셈	3. 일차식의 덧셈과 뺄셈	⑴ 동류항의 계산	① 동류항	② 상수항끼리는 모두 동류항이다.
Ⅱ.문자와 식	문자의 사용과 식의 계산	2 일차식의 덧셈과 뺄셈	3. 일차식의 덧셈과 뺄셈	⑴ 동류항의 계산	③ 동류항의 덧셈과 뺄셈	③ 동류항의 덧셈과 뺄셈: 동류항끼리 모은 후 동류항의 계수끼리의 합또는 차에 문자를 곱한다.동류항
Ⅱ.문자와 식	문자의 사용과 식의 계산	2 일차식의 덧셈과 뺄셈	3. 일차식의 덧셈과 뺄셈	⑴ 동류항의 계산	③ 동류항의 덧셈과 뺄셈	예 6x+3y+2x-y=6x+2x+3y-y=(6+2)x+(3-1)y=8x+2y동류항
Ⅱ.문자와 식	문자의 사용과 식의 계산	2 일차식의 덧셈과 뺄셈	3. 일차식의 덧셈과 뺄셈	⑵ 일차식의 덧셈과 뺄셈	⑵ 일차식의 덧셈과 뺄셈	⑵ 일차식의 덧셈과 뺄셈
Ⅱ.문자와 식	문자의 사용과 식의 계산	2 일차식의 덧셈과 뺄셈	3. 일차식의 덧셈과 뺄셈	⑵ 일차식의 덧셈과 뺄셈	⑵ 일차식의 덧셈과 뺄셈	일차식의 덧셈, 뺄셈은 다음과 같은 순서로 한다.
Ⅱ.문자와 식	문자의 사용과 식의 계산	2 일차식의 덧셈과 뺄셈	3. 일차식의 덧셈과 뺄셈	⑵ 일차식의 덧셈과 뺄셈	⑵ 일차식의 덧셈과 뺄셈	① 괄호가 있으면 분배법칙을 이용하여 괄호를 푼다.
Ⅱ.문자와 식	문자의 사용과 식의 계산	2 일차식의 덧셈과 뺄셈	3. 일차식의 덧셈과 뺄셈	⑵ 일차식의 덧셈과 뺄셈	⑵ 일차식의 덧셈과 뺄셈	② 동류항끼리 모아서 계산한다.
Ⅱ.문자와 식	문자의 사용과 식의 계산	2 일차식의 덧셈과 뺄셈	3. 일차식의 덧셈과 뺄셈	⑵ 일차식의 덧셈과 뺄셈	⑵ 일차식의 덧셈과 뺄셈	예 2(3x+1)+4(2x-1)=6x+2+8x-4=(6+8)x+(2-4)=14x-2
