대단원	중단원	소단원	상타	중타	하타	Chunk
Ⅲ.좌표평면과 그래프	좌표평면과 그래프	1 순서쌍과 좌표, 그래프	2. 사분면	⑴ 사분면	⑴ 사분면	⑴ 사분면: 좌표평면은 두 좌표축에 의하여 네 부분으로 나누어지는데 그 각각을 제1사분면, 제2사분면, 제3사분면, 제4사분면이라고 한다.
Ⅲ.좌표평면과 그래프	좌표평면과 그래프	1 순서쌍과 좌표, 그래프	2. 사분면	⑵ 대칭인 점의 좌표점 P(a, b)에 대하여	⑵ 대칭인 점의 좌표점 P(a, b)에 대하여	⑵ 대칭인 점의 좌표점 P(a, b)에 대하여
Ⅲ.좌표평면과 그래프	좌표평면과 그래프	1 순서쌍과 좌표, 그래프	2. 사분면	⑵ 대칭인 점의 좌표점 P(a, b)에 대하여	⑵ 대칭인 점의 좌표점 P(a, b)에 대하여	① x축에 대하여 대칭인 점 Q의 좌표` Ú Q (a, -b)
Ⅲ.좌표평면과 그래프	좌표평면과 그래프	1 순서쌍과 좌표, 그래프	2. 사분면	⑵ 대칭인 점의 좌표점 P(a, b)에 대하여	⑵ 대칭인 점의 좌표점 P(a, b)에 대하여	② y축에 대하여 대칭인 점 R의 좌표` Ú R (-a, b)
Ⅲ.좌표평면과 그래프	좌표평면과 그래프	1 순서쌍과 좌표, 그래프	2. 사분면	⑵ 대칭인 점의 좌표점 P(a, b)에 대하여	⑵ 대칭인 점의 좌표점 P(a, b)에 대하여	③ 원점에 대하여 대칭인 점 S의 좌표 `Ú S (-a, -b)
Ⅲ.좌표평면과 그래프	좌표평면과 그래프	1 순서쌍과 좌표, 그래프	3. 그래프	⑴ 변수	⑴ 변수	⑴ 변수: 여러 가지로 변하는 값을 나타내는 문자
Ⅲ.좌표평면과 그래프	좌표평면과 그래프	1 순서쌍과 좌표, 그래프	3. 그래프	⑵ 그래프	⑵ 그래프	⑵ 그래프: 두 변수 x와 y 사이의 관계를 좌표평면 위에 나타낸 것
Ⅲ.좌표평면과 그래프	좌표평면과 그래프	1 순서쌍과 좌표, 그래프	3. 그래프	⑶ 그래프의 이해	⑶ 그래프의 이해	⑶ 그래프의 이해: 좌표평면에 두 양 사이의 관계를 그래프로 나타내면 두 양의 변화 관계를 알아보기 쉽다.
Ⅲ.좌표평면과 그래프	좌표평면과 그래프	1 순서쌍과 좌표, 그래프	3. 그래프	⑶ 그래프의 이해	⑶ 그래프의 이해	예 <증가><감소><주기적 변화>yyyO x O x O x수직선O0P{a}aP좌표평면y x yy b P{a,`b}O a xx사분면y`
Ⅲ.좌표평면과 그래프	좌표평면과 그래프	1 순서쌍과 좌표, 그래프	3. 그래프	⑶ 그래프의 이해	⑶ 그래프의 이해	2 `1{-,`+} {+,`+}Ox`
Ⅲ.좌표평면과 그래프	좌표평면과 그래프	1 순서쌍과 좌표, 그래프	3. 그래프	⑶ 그래프의 이해	⑶ 그래프의 이해	3 `4{-,`-} {+,`-}대칭인 점의 좌표yR{-a, b} bP{a, b}-a OaxS{-a, -b} -b Q{a, -b}그래프는 점, 직선, 곡선으로 나타낼 수 있다.
