대단원	중단원	소단원	상타	중타	하타	Chunk
Ⅴ. 평면도형과입체도형	자료의 정리와 해석	1 히스토그램과 도수분포다각형	2. 도수분포표	⑶ 도수분포표	⑶ 도수분포표	⑶ 도수분포표: 주어진 자료를 몇 개의 계급으로 나누고, 각 계급에 속하는 도수를나타낸 표수학 점수(점)60이상~ 70미만70 ~ 8080 ~ 9090 ~ 100합계학생 수(명)476320[도수분포표]
Ⅴ. 평면도형과입체도형	자료의 정리와 해석	1 히스토그램과 도수분포다각형	3. 히스토그램	⑴ 히스토그램	⑴ 히스토그램	⑴ 히스토그램: 도수분포표의 각 계급의 크기를 가로로, 그 계급의 도수를 세로로 하여직사각형 모양으로 나타낸 그래프
Ⅴ. 평면도형과입체도형	자료의 정리와 해석	1 히스토그램과 도수분포다각형	3. 히스토그램	⑵ 히스토그램의 특징	⑵ 히스토그램의 특징	⑵ 히스토그램의 특징
Ⅴ. 평면도형과입체도형	자료의 정리와 해석	1 히스토그램과 도수분포다각형	3. 히스토그램	⑵ 히스토그램의 특징	⑵ 히스토그램의 특징	① 자료의 분포 상태를 한눈에 알아볼 수있다.86420 60 70 80 90 100[히스토그램]
Ⅴ. 평면도형과입체도형	자료의 정리와 해석	1 히스토그램과 도수분포다각형	3. 히스토그램	⑵ 히스토그램의 특징	⑵ 히스토그램의 특징	② (직사각형의 넓이의 합)={(각 계급의 크기)×(그 계급의 도수)}의 합=(계급의 크기)×(도수의 총합)
Ⅴ. 평면도형과입체도형	자료의 정리와 해석	1 히스토그램과 도수분포다각형	4. 도수분포다각형	⑴ 도수분포다각형	⑴ 도수분포다각형	⑴ 도수분포다각형: 히스토그램에서 각 직사각형의 윗변의 중앙의 점을 차례로 선분으로연결하여 그린 다각형 모양의 그래프
Ⅴ. 평면도형과입체도형	자료의 정리와 해석	1 히스토그램과 도수분포다각형	4. 도수분포다각형	⑵ 도수분포다각형의 특징	⑵ 도수분포다각형의 특징	⑵ 도수분포다각형의 특징: 자료의 분포 상태를연속적으로 관찰할 수 있다.86420 60 70 80 90 100[도수분포다각형]줄기와 잎줄기: 세로선의 왼쪽에 있는 수잎: 세로선의 오른쪽에 있는 수계급값계급을 대표하는 값으로 계급의중앙의 값(계급값)=(계급의양끝2값의합)히스토그램에서
Ⅴ. 평면도형과입체도형	자료의 정리와 해석	1 히스토그램과 도수분포다각형	4. 도수분포다각형	⑵ 도수분포다각형의 특징	⑵ 도수분포다각형의 특징	① 계급의 개수직사각형의 개수
Ⅴ. 평면도형과입체도형	자료의 정리와 해석	1 히스토그램과 도수분포다각형	4. 도수분포다각형	⑵ 도수분포다각형의 특징	⑵ 도수분포다각형의 특징	② 계급의 크기직사각형의 가로의 길이
Ⅴ. 평면도형과입체도형	자료의 정리와 해석	1 히스토그램과 도수분포다각형	4. 도수분포다각형	⑵ 도수분포다각형의 특징	⑵ 도수분포다각형의 특징	③ 도수직사각형의 세로의 길이각 직사각형의 넓이는 각 계급의도수에 정비례한다.도수분포다각형과 가로축으로 둘러싸인 부분의 넓이는 히스토그램의 각 직사각형의 넓이의 합과 같다.ABA=B0
